datetime,title,link,house_type,price,acreage,address,district,city,bedrooms,wc,house_direction,balcony_direction,description,price 2,price 3,wc 2,bedrooms 2,floors,floors 2,property age,latitude,longitude,hospital,supermarket,school,park,hospital_distance,supermarket_distance,school_distance,park_distance
2022-12-28 15:39:06,Bán nhà Thống Nhất (Văn Hoa Villas)110m2 1T2L tặng kèm nội thất cơ bản,https://batdongsan.vn/ban-nha-thong-nhat-van-hoa-villas110m2-1t2l-tang-kem-noi-that-co-ban-r257834,Nhà mặt phố,14.5,110.0,"Biên Hòa, Đồng Nai",Biên Hòa,Đồng Nai,2.0,3.0,,,"Bán nhà phường Thống Nhất (Văn Hoa Villas) 110m2, 1T2L tặng kèm nội thất
-Diện tích: 110m2. Kết cấu nhà: 1 trệt, 2 lầu, 1 tầng gác mái,2 PN, 3WC nội thất cơ bản
-Ưu điểm: Gần chợ, trường, UBND, công an phường,… Đầy đủ tiện ích, an ninh tốt
-- Phù hợp: Để ở hoặc kinh doanh
--Tọa lạc: Cách đường Nguyễn Văn Hoa 100m, phường Thống Nhất,tp Biên Hòa
???? Giá bán 14,5 tỷ
☎️ Số điện thoại xem nhà: 0934088007",14.5,14.5,3.0,2.0,3.0,,165,10.9509538,106.8226134,True,False,True,True,599.0646845310688,1150.7628103492295,306.2827677272602,173.59539650641597
2022-12-28 16:18:59,"Bán đất tặng nhà, giá sập đấy, View công viên, dòng tiền khủng 96TR N ,THANH KHÊ",https://batdongsan.vn/ban-dat-tang-nha-gia-sap-day-view-cong-vien-dong-tien-khung-96tr-n-thanh-khe-r257833,Nhà mặt phố,6.2,117.0,"Thanh Khê, Đà Nẵng",Thanh Khê,Đà Nẵng,,,,,"‼️VỊ TRÍ VÍP, ĐỔI MẶT CÔNG VIÊN, BÊN HÔNG CHỢ KỲ ĐỒNG, GIÁ SẬP ĐẤY. THANH KHÊ. 
‼️ Điện Biên Phủ, giao Đỗ Ngọc Du,
     Ngang 13m mặt tiền thoáng vĩnh viễn. 
‼️ Đường 5.5m Lề 4m kinh doanh đa ngành đỉnh. 
‼️ Vị trí VÍP tặng nhà dòng tiền khủng 96TR N 
‼️ Pháp Lý rõ ràng, sổ chính chủ cất két sẵn sàng giao dịch ngay. 
DT ; 117m2 khủng. 
Giá chỉ ; 6,x tỷ thương lượng. 
PHONE ; 0981326539 gặp Công cô đơn xem nhà.",0.096,6.0,,,,,165,16.071795950000002,108.20920548707868,False,False,False,False,0.0,0.0,0.0,0.0
2022-12-28 16:23:23,Shophouse dự án Regal legend - 2 căn nội bộ chiết khấu đặc biệt,https://batdongsan.vn/shophouse-du-an-regal-legend-2-can-noi-bo-chiet-khau-dac-biet-r257832,Nhà riêng,4.0,,"Đồng Hới, Quảng Bình",Đồng Hới,Quảng Bình,2.0,2.0,,,"* Sở hữu ngay shophouse 5 Tầng view triệu đô sổ hồng lâu dài phố đêm Regal Legend mặt biển Bảo Ninh trung tâm thành phố Đồng Hới, Quảng Bình.
-------------
* Thông tin nổi bật.
- Chỉ cần thanh toán 4 tỷ là sở hữu ngay.
- Số tiền còn lại 2 năm sau mới thanh toán.
- Ngân hàng hỗ trợ 70%, ân hạn gốc lãi 0%/2năm.
- Hỗ trợ thanh toán dàn trải lên tới 24 tháng.
- Tặng chiết khấu đặc biệt ưu đãi
- Pháp lý: Sổ hồng lâu dài vĩnh viễn.
-----------------
* Thông tin chung.
- Diện tích đất: 108 - 165m2.
- Quy hoạch đường nhựa: 20 - 60m view biển.
- Nhận bàn giao nhà 2 mặt tiền 5 - 6 tầng.
- Công năng ngôi nhà: 12 - 20 phòng ngủ.
- Bàn giao nhà full hoàn thiện chi tiết cao cấp.
- Đơn vị quản lý vận hành: Accor.
- An ninh 2 lớp đảm bảo 24/24 phố đêm, phố đi bộ.
- Phù hợp mua để ở kết hợp với kinh doanh như: Khách sạn, nhà hàng, Cafe, Spa...
-----------------------
* Hiện tại e đang có 2 suất ưu đãi mặt tiền biển giá nội bộ chủ đầu tư, quý anh chị quan tâm liên hệ em Sớm nhé.
hotline: 0935 462 848 - Tuấn Dũng
Quản lý kinh doanh - Đất xanh miền trung",4.0,4.0,,20.0,5.0,,165,17.4659566,106.5984715,True,True,True,True,971.7571987166855,281.31462938411494,3019.2011693647755,624.457090095996
2022-12-28 16:25:43,"SHOPHOUSE MẶT BIỂN ĐƯỜNG 22,5M XÂY 4,5 TẦNG TẠI KĐT REGAL LEGEND QUẢNG BÌNH",https://batdongsan.vn/shophouse-mat-bien-duong-225m-xay-45-tang-tai-kdt-regal-legend-quang-binh-r257831,Nhà riêng,0.3,,"Đồng Hới, Quảng Bình",Đồng Hới,Quảng Bình,,,,,"Sở hữu shophouse mặt biển Bảo Ninh tuyến đường du lịch Võ Nguyên Giáp giá chỉ 4 tỷ/căn (30%). Ngân hàng hỗ trợ 70% không lãi suất trong 2 năm.

Đặc biệt: Sổ đỏ lâu dài.

Dự án Regal Legend Quảng Bình là khu đô thị du lịch quốc tế đầu tiên tại thành phố hang động.
- Chỉ cách biển 120 m.
- Với quy mô 21 hecta do Đất Xanh Miền Trung làm chủ đầu tư và phát triển dự án.
- Tổng vốn đầu tư: Gần 10.000 tỷ đồng.
- Pháp lý hoàn chỉnh, sổ đỏ sở hữu lâu dài.
- Tiến độ xây dựng thần tốc: Quý I/2023 bàn giao sổ đỏ từng căn.
- Đặc biệt: Tổng chiết khấu lên đến 13,5%.
-----------------------------
Regal Legend Quảng Bình với thiết kế sang trọng, độ bền lên đến hàng trăm năm.
- Chiều cao nhà từ 4,5 đến 6,5 tầng.
- Diện tích đa dạng từ 99m2 - 250m2.
- Vật liệu cao cấp, nhập khẩu Châu Âu với quy chuẩn cao nhất.
-----------------------------
Ưu đãi khủng chưa từng có từ trước đến nay:
- Hỗ trợ vay Ngân hàng tối đa 70%, thời gian 35 năm.
- Tặng gói hoàn thiện nội thất trị giá 300 triệu đồng/căn.
- Lãi suất 0% và ân hạn gốc lãi lên đến 24 tháng.
- Khách hàng thanh toán sớm chiết khấu lên đến 9 %.
- Khách hàng giao dịch từ 2 sản phẩm trở lên giảm thêm 1%.
-----------------------------
Nhận ngay thông tin + bảng tiến độ dòng tiền.
Hotline hỗ trợ: 0935 462 848 - Tuấn Dũng
Quản lý kinh doanh - Đất xanh miền trung",0.3,0.3,,,5.0,5.0,165,17.4659566,106.5984715,True,True,True,True,971.7571987166855,281.31462938411494,3019.2011693647755,624.457090095996
2022-12-28 16:56:38,"Nhà đẹp ÔTÔ quay đầu Tân Hòa Đông 3Tầng,58m2,Ngang 4m,Hơn 5 tỷ",https://batdongsan.vn/nha-dep-oto-quay-dau-tan-hoa-dong-3tang58m2ngang-4mhon-5-ty-r257828,Nhà riêng,5.0,58.0,"Bình Tân, TP Hồ Chí Minh",Bình Tân,TP Hồ Chí Minh,,,,,"Nhà đẹp 3 Tầng HẺM ÔTÔ quay đầu Tân Hòa Đông, 58m2, Ngang 4m, Hơn 5 tỷ

Mô tả: 
+ Chủ bán gấp trước tết để đinh cư sang Mỹ hạ chào hơn 300 triệu. 
+ Hẻm an ninh, sạch sẽ, khu vực dân trí cao. 
+ Giá rẻ chỉ khoảng 80tr/m2. 
+ Kết cấu: 3 tầng, ngang 4m đẹp, xây dựng BTCT, NHÀ MỚI Ở LIỀN
+ Sổ A4, không lộ giới, pháp lý rõ ràng, chính chủ. 
Liên hệ: Trung để xem nhà và thương lượng trực tiếp với chủ, chuyên bán nhà Bình Tân, nguồn nhà đa dạng tài chính. 
273.32NEYUD",5.0,0.3,,,3.0,3.0,165,10.8030656,106.65227606400094,False,False,True,False,1263.5382878094804,0.0,396.3910543678316,0.0
2022-12-28 17:13:42,NHÀ 4 TẦNG 70M2 CHỈ CÒN 7.5 TỶ- Ô TÔ NGỦ TRONG NHÀ – NHÀ 2 MẶT TIỀN HẺM - TIỆN Ở - KINH DOANH - MUA BÁN - VP CÔNG TY.,https://batdongsan.vn/nha-4-tang-70m2-chi-con-75-ty-o-to-ngu-trong-nha-nha-2-mat-tien-hem-tien-o-kinh-doanh-mua-ban-vp-cong-ty-r257826,Nhà riêng,75.0,70.0,"Quận 7, TP Hồ Chí Minh",Quận 7,TP Hồ Chí Minh,4.0,3.0,,,"+Diện tích 70M2, 4 PN, 3 WC, 1 Phòng thờ, Sân Thượng rộng rãi, Tầng mái trồng nguyên vườn rau. Hẻm xe hơi thông tứ phía, giếng trời mát mẻ.
+Khu vực: Trung tâm Quận 7, Dân trí cao, giao thông thuận lợi qua các Quận trung tâm: Q1-3-4-5-Bình Thạnh... Gần Trường học, Siêu thị, Bách Hoá Xanh, Y tế ... Tiện ích không thiếu gì.
+Phù hợp: Mua để Ở, cho Thuê hoặc Kinh doanh mọi mặt hàng...
+ Pháp Lý: Sổ Hồng riêng, hoàn công đầy đủ, công chứng ngay.",7.5,,3.0,4.0,4.0,4.0,165,10.7377548,106.72971280655216,True,True,True,True,619.1501003171878,2587.1187918942537,558.1661361760962,667.0637185055577
2022-12-28 17:36:51,HUỲNH VĂN NGHỆ - HẺM XE HƠI 1 TRỤC - NHÀ MỚI KENG chỉ 5.5 tỷ.,https://batdongsan.vn/huynh-van-nghe-hem-xe-hoi-1-truc-nha-moi-keng-chi-55-ty-r257824,Nhà riêng,5.5,,"Tân Bình, TP Hồ Chí Minh",Tân Bình,TP Hồ Chí Minh,5.0,6.0,,,"+ Nhà 1 trệt 1 lững 2 lầu sân thượng, mỗi tầng đều có ban công thoáng sáng.
+ Nhà mới xây 1 năm.
+ 5PN 6 nhà vệ sinh, chủ mới chỉ việc dọn vào ở.
+ Hẻm xe hơi 1 trục, khu vực an ninh yên tĩnh.",5.5,,6.0,5.0,3.0,,165,10.7976722,106.66523106900442,False,False,False,False,0.0,0.0,0.0,0.0
2022-12-28 17:37:48,"Hàng hiếm giá ngộp Chínhchủ gửi bán nhà tttp hẻm trường sa , phước long, nha trang",https://batdongsan.vn/hang-hiem-gia-ngop-chinhchu-gui-ban-nha-tttp-hem-truong-sa-phuoc-long-nha-trang-r257823,Nhà riêng,1.45,61.0,"trường sa , phước long , nha trang, Khánh Hòa",Nha Trang,Khánh Hòa,,,,,"Hàng hiếm giá ngộp Chínhchủ gửi bán nhà tttp hẻm trường sa , phước long, nha trang
DT 61,3m2 - ngang 4,68m nở hậu 
Hẻm 2 xe máy né nhau 
 xung quanh đầy đủ tiện ích : gần trường học , chợ bình tân , bệnh viện tâm trí , CAP ....
Giá ngộp chỉ 1,45ty ( TL)
quan tâm gọi ngay cho em Bảo 24/24 (0372418692) 
#batdongsan
#nhatrangland
#bannhadatgiare
#bannhadatchinhchu",1.45,1.45,,,,,165,12.2127695,109.195599,False,False,False,False,0.0,0.0,0.0,0.0
2022-12-28 17:53:48,"Cần tiền bán gấp căn nhà 1 lầu hẻm rộng 3,2m, Huỳnh tấn Phát Quận 7, Phường Tân Thuận Tây.",https://batdongsan.vn/can-tien-ban-gap-can-nha-1-lau-hem-rong-32m-huynh-tan-phat-quan-7-phuong-tan-thuan-tay-r257822,Nhà riêng,3.15,33.0,"Quận 7, TP Hồ Chí Minh",Quận 7,TP Hồ Chí Minh,,3.0,,,"+ DT: 3,8x9,5m , 1 lầu, đổ gác giả, có hoàn công đầy đủ.
+ Pháp lý: sổ hồng riêng, hoàn công đầy đủ.
+ Giá : 3,15 Tỷ
Xem nhà xin gọi điện thoại để được dẫn xem nhà miễn phí",3.15,3.15,,,2.0,2.0,165,10.7377548,106.72971280655216,True,True,True,True,619.1501003171878,2587.1187918942537,558.1661361760962,667.0637185055577
2022-12-28 17:56:45,"Chủ đi định cư bên Mỹ cần bán gấp nhà 4 tầng kiên cố full nội thất đường Lạc Long Quân, P.8, Tân Bình,SHR,5ty3.",https://batdongsan.vn/chu-di-dinh-cu-ben-my-can-ban-gap-nha-4-tang-kien-co-full-noi-that-duong-lac-long-quan-p8-tan-binhshr5ty3-r257821,Nhà riêng,5.3,32.0,"Tân Bình, TP Hồ Chí Minh",Tân Bình,TP Hồ Chí Minh,3.0,3.0,Đông-Nam,,"Diện tích: 4,5 x 7m
Nhà thiết kế 1 trệt, 2 lầu, 1 sân thượng kiên cố, BTCT
Gồm 1 phòng khách, 1 phòng bếp, 3 phòng ngủ, 3 nhà vệ sinh
Hẻm nhựa 4m, cách mặt tiền Lạc Long Quân khoảng 30m.
Nhà nằm ngay trung tâm quận Tân Bình, gần chợ Tân Bình, giao thông thuận tiện dễ tiếp cận các khu vực khác.
Nhà sạch sẽ, hẻm nhựa 4m, điện nước đầy đủ,
Nội thất cao cấp lắp mới, bếp nấu ăn hiện đại, toilet riêng và ban công rộng thoáng mát.
Đặc biệt: Tặng lại toàn bộ nội thất hiện đại cho khách hàng thiện chí
Pháp lý sổ hồng riêng, công chứng sang tên trong tuần
Cam kết thông tin thật 100%
Liên hệ xem nhà 24/7",5.3,,3.0,3.0,3.0,4.0,165,10.7976722,106.66523106900442,False,False,False,False,0.0,0.0,0.0,0.0
2022-12-28 22:18:27,"Bán gấp liền kề căn góc ngay cửa ngõ của 3 KCN dự án Centa Diamond ngay sát Ninh Hiệp, Gia Lâm",https://batdongsan.vn/ban-gap-lien-ke-can-goc-ngay-cua-ngo-cua-3-kcn-du-an-centa-diamond-ngay-sat-ninh-hiep-gia-lam-r257820,Nhà mặt phố,6.04,93.0,"Xã Phù Chẩn, Thị xã Từ Sơn, Bắc Ninh",Từ Sơn,Bắc Ninh,5.0,4.0,Đông,Đông,"Hàng HOT mới lên bảng hàng.

Cơ hội mua căn góc liền kề diện tích lớn tại dự án Centa Diamond, KĐT Vsip, Từ Sơn

- Vị trí: Ngay cửa ngõ của 3KCN lớn, cư dân đông đúc

- Gần 9 block chung cư, tiềm năng tăng trưởng lớn.

- Diện tích đất lớn (93m2) xây dựng: 4 tầng, tổng sàn 210,5m2

- Tiện ích bán kính 1km đầy đủ: Trường học, nhà hàng, chợ, siêu thị, TTTM, .......

- Đặc biệt: ngân hàng hỗ trợ vay vốn lên tới 70%

- Sổ hồng trao tay

- An ninh tuyệt đối an toàn, bảo vệ nghiêm ngặt, cư dân văn minh tri thức cao

Nhanh tay liên hệ em Xuân (0869.142.192 - nttx06022001@gmail.com) để được tư vấn và xem nhà tiếp",,,,,4.0,,165,21.113309,105.9568611,True,False,True,False,778.4434643781012,0.0,156.95048670289668,0.0
2022-12-28 22:57:46,CHỈ 4.2 TỶ-2 TẦNG 64M2-HXH HƯƠNG LỘ 2 BÌNH TÂN-KHU AN NINH,https://batdongsan.vn/chi-42-ty-2-tang-64m2-hxh-huong-lo-2-binh-tan-khu-an-ninh-r257819,Nhà riêng,4.2,64.0,"Bình Tân, TP Hồ Chí Minh",Bình Tân,TP Hồ Chí Minh,2.0,1.0,,,"Mô tả: 
???? Kết cấu: nhà 1 trệt 1 lửng, gồm 2PN, 1WC, bếp, phòng khách, sân. 
????  Vị trí đẹp, HXH. Khu vực yên tĩnh, an ninh, dân trí cao. Gần Tân Phú, Quận 11.
???? Sổ đẹp, vuông vức, pháp lý sạch, công chứng ngay.
Liên hệ Thúy: 093 795 4068 xem nhà, xem sổ ngay.",4.2,,1.0,2.0,2.0,2.0,165,10.8030656,106.65227606400094,False,False,True,False,1263.5382878094804,0.0,396.3910543678316,0.0
2022-12-28 23:18:24,"DÒNG TIỀN 20TR,RẺ NHẤT KV,HXH 7 CHỖ,80M2,7 TỶ HƠN,BÙI ĐÌNH TUÝ, BÌNH THẠNH",https://batdongsan.vn/dong-tien-20trre-nhat-kvhxh-7-ch80m27-ty-honbui-dinh-tuy-binh-thanh-r257818,Nhà riêng,7.7,80.0,"Bình Thạnh, TP Hồ Chí Minh",Bình Thạnh,TP Hồ Chí Minh,,,,,"DÒNG TIỀN 20TR,RẺ NHẤT KV,HXH 7 CHỖ,80M2,7 TỶ HƠN,BÙI ĐÌNH TUÝ, BÌNH THẠNH

????Ts: VIC61022_192
☎️Gọi ngay 0901248068(zalo,viber) 24/7 
————————-
+ Mặt tiền Bùi Đình Tuý KD sầm uất, tiện ích không thiếu gì.
+ Qua quận 1 5p, Phú Nhuận sát bên, Đinh Bộ Lĩnh, Nơ Trang Long, Bạch Đằng.
+ Hiện trạng 3 căn kết cấu 2 tầng, 8 phòng. 
+ Oto 7 chỗ đỗ cửa, cách MT chỉ 1 căn nhà.
+ SHR, pháp lý chuẩn, giá chỉ 100tr/m2 rẻ nhất khu vực.",2.7,2.7,,,2.0,,165,10.8041602,106.5878711,False,True,True,True,1722.7962824725191,4399.887452204575,292.4359441360465,208.21706936472089
2022-12-28 23:35:54,GIẢM SÂU 4 LẦN-NHÀ BÌNH TÂN GIÁP TÂN PHÚ-76M2 SÁT MẶT TIỀN-4..TỶ.,https://batdongsan.vn/giam-sau-4-lan-nha-binh-tan-giap-tan-phu-76m2-sat-mat-tien-4ty-r257817,Nhà riêng,4.7,76.0,"Bình Tân, TP Hồ Chí Minh",Bình Tân,TP Hồ Chí Minh,,,,,"Mô tả: 
☘️ Nhà Chính chủ 1 đời bán về quê Ngoại.
☘️ Sổ hồng vuông vức - Thông số chuẩn xây mới - khu vực xây không bị hạn chế.
☘️ Hẻm 1 xẹt sát mặt tiền cách chiến 100m.
☘️ Giá tốt 
Liên hệ Thúy: 093 795 4068 xem nhà, xem sổ ngay.",,,,,,,165,10.8030656,106.65227606400094,False,False,True,False,1263.5382878094804,0.0,396.3910543678316,0.0
2022-12-28 23:57:38,"Cần tiền đón tết 45m2*5T, hơn 3 tỷ ôtô đỗ cửa phân lô Phố Vọng",https://batdongsan.vn/can-tien-don-tet-45m25t-hon-3-ty-oto-do-cua-phan-lo-pho-vong-r257816,Nhà riêng,3.7,45.0,"Phố Vọng - Hà Nội, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Hà Nội,,5.0,,,"Vị trí cực kỳ đắc địa gần nút giao Đại La , Trần Đại NGhĩ a , Giải Phóng  giao thông thuận lợi đi khắp ngả Đống Đa , Hai Bà Trưng , Hoàng Mai….
Gần các trường đại học lớn như Bách Khoa  Xây Dựng , KInh Tế Quốc Dân ….và các viện lớn như Bạch Mai, Thanh Nhàn, Nhà thuộc khu phân lô cán bộ cấp cao nên dân trí khỏi bàn oto đỗ cửa nhà an sinh cực đỉnh 
+ Căn nhà vượng khí tài lộc , gia chủ danh giá , con cái thành đạt nhưng do chuyển nhà to hơn nên phải bán căn nhà đầy tâm huyết của tuổi thanh xuân. Với diện tích khủng 45m2 *5 T vô cùng thoáng đãng đầy nắng và gió an sinh cực đỉnh cho mọi gia đình.

Giá chào 3.7 tỷ có thương lượng chủ cực kỳ thiện trí 

Chi tiết LH: em Nhật 0977194820 (Chuyên Nhà đất Thổ cư).
Lưu ý:
-Tận Tâm, Uy tín , Chuyên nghiệp cái Tâm và cái Tầm đặt lên hàng đầu
- Không kênh giá chủ nhà
- Miễn phí toàn bộ dịch vụ: Dẫn khách xem nhà, tư vấn pháp lý",3.0,3.7,,,,,165,20.9958534,105.8429287,True,True,True,True,2495.758571248774,670.7673008942241,278.29191607318745,393.03368534958946
2022-12-29 06:57:18,"BÁN NHÀ  CỰC ĐẸP ,OTO CẤT TRONG NHÀ , PHÚ THUẬN QUẬN 7 GIÁ 8 TỶ",https://batdongsan.vn/ban-nha-cuc-dep-oto-cat-trong-nha-phu-thuan-quan-7-gia-8-ty-r257815,Nhà riêng,8.0,100.0,"Quận 7, TP Hồ Chí Minh",Quận 7,TP Hồ Chí Minh,,3.0,,,"+ VI TRÍ ;  Gần cầu Phú mỹ .cách đường huỳnh tấn phát 100m .HXH, 

Cần bán nhà cực kì đẹp gần Phú Mỹ  Hưng , đẳng cấp 5 sao.nôi thất 5 sao đầy đủ. Thiết kế riêng oto trong nhà. 

- Diện tích : Ngang 7  Dài 15 

- Hiện trạng : 4 Tấm gồm 5 Phòng 6 WC. công năng đủ.đại gia đình ở thỏa mãi. 

- Hẻm trước nhà xe hơi chạy

- Pháp lí : Sổ Hồng Riêng, mua bán sang tên công chứng.",8.0,,6.0,,,,165,10.7377548,106.72971280655216,True,True,True,True,619.1501003171878,2587.1187918942537,558.1661361760962,667.0637185055577
2022-12-29 07:31:08,"Nhà bán Trần Xuân Soạn, Q7, 118m2, 5.2m x 22m, giá 9.3 tỷ TL, hẻm rộng, xe hơi vào nhà.",https://batdongsan.vn/nha-ban-tran-xuan-soan-q7-118m2-52m-x-22m-gia-93-ty-tl-hem-rong-xe-hoi-vao-nha-r257814,Nhà riêng,9.3,118.0,"Quận 7, TP Hồ Chí Minh",Quận 7,TP Hồ Chí Minh,3.0,3.0,,,"+ Vị trí cách Quận 1 chỉ 5 phút. Qua cầu Nguyễn Văn Cừ khoản 1km.
+ Diện tích rộng 118m2 với bề ngang 5.2m, nở hậu 6.1m, dài 22m, 3 phòng ngủ, 3WC, 2 sân thượng. 
+ Hẻm rộng xe hơi vào nhà, thông sang khu đô thị Him Lam. 
+ Nhà được phép xây dựng được 5 tầng, nhiều Biệt thự xung quanh.
+ Sổ hồng nở hậu tài lộc, chủ cần bán gấp công chứng trong ngày.",9.3,,3.0,3.0,5.0,,165,10.7377548,106.72971280655216,True,True,True,True,619.1501003171878,2587.1187918942537,558.1661361760962,667.0637185055577
2022-12-29 07:54:09,"Bán Nhà Q7 Hẻm đẹp rộng, Nhà mới vào ở Ngay, An ninh, khu sầm uất Huỳnh tấn phát, oto tránh nhau, Ko lộ giới, hoàn công đủ, nhà thợ đang ốp gạch quanh nhà, ngang 5m dài 10m",https://batdongsan.vn/ban-nha-q7-hem-dep-rong-nha-moi-vao-o-ngay-an-ninh-khu-sam-uat-huynh-tan-phat-oto-tranh-nhau-ko-lo-gioi-hoan-cong-du-nha-tho-dang-op-gach-quanh-nha-ngang-5m-dai-10m-r257813,Nhà riêng,5.38,50.0,"Quận 7, TP Hồ Chí Minh",Quận 7,TP Hồ Chí Minh,4.0,2.0,,,"Nhà 1 trệt 3 lầu BTCT kiêng cố, 4PN , 4WC, Bếp lớn tủ bếp, phòng khách lớn, Sân thượng. CHỈ 5,380 TỶ
Tầng 1: Lộ trước nhà 4m, Sân để xe ở cửa thoải mái, phòng khách lớn, bếp tủ bếp rộng bàn ăn, 1WC,
Tầng 2: 2 Phòng Ngủ nội thất gường gỗ, tủ gỗ, 2WC, lan can trước.
Tầng 3: 2 Phòng Ngủ gường gỗ, tủ gỗ, 2WC, lan can trước.
Tầng 4: Sân thượng lớn trồng cây,
Vị trí: hẻm 4m, thông qua lý phục man, cách chợ 30m, khu vực kỳ sầm uất kinh doanh tốt, nhà nằm sát Vincom Q.7, Nhà thì đấu đa năng Q.7, Khu vực Trung tâm quận 7, Cạnh Phú Mỹ Hưng, Gần ngã 4 Huỳnh tấn phát Nguyễn thị thập cầu Phú Mỹ, đi đâu cũng tiện,khu vực kinh doanh ầm uất. 
Sổ Hồng vuông, công chứng ngai. Hoàn công đủ, Ko lộ giới.",5.38,5.38,4.0,4.0,4.0,,165,10.7377548,106.72971280655216,True,True,True,True,619.1501003171878,2587.1187918942537,558.1661361760962,667.0637185055577
2022-12-29 08:12:23,"NHÀ 2TẦNG KIÊNG CỐ, NÓI KHÔNG VỚI QUI HOẠCH, GẦN CHỢ TÂN MỸ, XUNG QUANH LÀ NGÂN HÀNG, KHU DÂN CƯ HIỆN HỮU, GÓC 2 MẶT HẺM 4M, TIỆN KINH DOANH. NGAY TRUNG TÂM QUẬN 7.",https://batdongsan.vn/nha-2tang-kieng-co-noi-khong-voi-qui-hoach-gan-cho-tan-my-xung-quanh-la-ngan-hang-khu-dan-cu-hien-huu-goc-2-mat-hem-4m-tien-kinh-doanh-ngay-trung-tam-quan-7-r257812,Nhà riêng,4.92,47.0,"Quận 7, TP Hồ Chí Minh",Quận 7,TP Hồ Chí Minh,3.0,2.0,,,"NHÀ 2TẦNG KIÊNG CỐ, NÓI KHÔNG VỚI QUI HOẠCH, GẦN CHỢ TÂN MỸ, XUNG QUANH LÀ NGÂN HÀNG, KHU DÂN CƯ HIỆN HỮU, GÓC 2 MẶT HẺM 4M, TIỆN KINH DOANH. NGAY TRUNG TÂM QUẬN 7.
 - Hẻm 176/....Nguyễn Thị Thập, phường Bình Thuận, Quận 7
- Giá : 4.92tỷ (Thiện chí - thương lượng)
- Diện tích : 46.7m2 (4.1mx11.4m). DT sàn 93.2m2
- Pháp lý: Nhà sổ đẹp vuông vút rõ ràng. Hoàn công đầy đủ.
 * Kết cấu: Nhà trệt 1lầu BTCT kiêng cố, 3PN, 2WC, ban công thoáng.
 * Full tiện ích xung quanh, ngay góc 2 mặt hẻm trước nhà 4m sạch sẽ, thông thóang,  kinh doanh sầm uất, không ngập nước.",4.92,4.92,2.0,3.0,2.0,2.0,165,10.7377548,106.72971280655216,True,True,True,True,619.1501003171878,2587.1187918942537,558.1661361760962,667.0637185055577
2022-12-29 08:40:51,Regal Pavillon - Siêu phẩm nhà phố thương mại trung tâm TP Đà Nẵng,https://batdongsan.vn/regal-pavillon-sieu-pham-nha-pho-thuong-mai-trung-tam-tp-da-nang-r257810,Nhà,,120.0,"Hoà Cường Nam, Quận Hải Châu, Đà Nẵng",Hải Châu,Đà Nẵng,2.0,2.0,Nam,,"????REGAL PAVILLON - SIÊU PHẨM NHÀ PHỐ THƯƠNG MẠI????

????Còn 2 căn shophouse duy nhất trên tuyến phố đi bộ thương mại 24/24 - Hóa Sơn 10

⚡REGAL PAVILLON là dự án thuộc quỹ đất nhà ở thấp tầng duy nhất còn sót lại tại trung tâm quận Hải Châu - Đà Nẵng.
⚡️Mỗi căn shophouse ở đây được hoàn thiện chuẩn 5 sao quốc tế và quy hoạch thành tuyến phố đi bộ thương mại du lịch. 
⚡️Với sự trua chuốt tỉ mỉ trong từng chi tiết, không gian sống tại Regal Pavillon Đà Nẵng là sự đồng điệu giữa vật liệu nhập khẩu cao cấp, bền vững và ẩm hưởng kiến trúc tân cổ điển vượt thời gian.
⚡️Với vị trí thuận lời và liên kết chặt chẽ với các tiện ích xung quanh, Regal Pavillon phù hợp để đầu từ sinh sống, đầu tư kinh doanh.

????Các liên kết du lịch:
- Lotte Mart
- Cung thể thao Tiên Sơn
- Khu phức hợp giải trí Helio Center
- Công viên Châu Á - Asia Park, vòng quay Mặt Trời - Sun Wheel
- Danh thắng Ngũ Hành Sơn
- Bãi biển Mỹ Khê - 1 trong 6 bãi biển đẹp nhất hành tinh
- Chuỗi khách sạn - resort cao cấp dọc tuyến đường Võ Nguyên Giáp đến Hội An.

????Các tiện ích:
- Lotte Mart, Mega SuperMarket
- Trung tâm hội chợ triển lãm
- Khu biệt thự Đảo xanh
- Cầu Trần Thị Lý, Cầu Rồng, Cầu sông Hàn
- Đại học Kiết trúc, Ngoại ngữ, Kinh tế, Đông Á
- Bệnh viện mắt Đà Nẵng, Tâm Trí, bệnh viện quốc tế VinMec

⚡️Diện tích 1 căn shophouse: 120m2. Ngang 6m - Sâu 20m
⚡️Pháp lí: Đã có sổ hồng cho từng căn 

☎️Liên hệ : 0562173329 gặp Gia Hùng để nhận thông tin chi tiết.",,,,,,,165,16.024727849999998,108.22027809736866,True,False,True,True,1403.9589351798636,5182.1486973396095,632.0807421359306,1831.3935614264437
